Hero1,Hero2,Appeared_Together
SPIDER-MAN,CAPTAIN AMERICA,145
SPIDER-MAN,IRON MAN,94
SPIDER-MAN,THING,126
SPIDER-MAN,THOR,95
SPIDER-MAN,HUMAN TORCH,147
SPIDER-MAN,MR. FANTASTIC,121
SPIDER-MAN,HULK,93
SPIDER-MAN,WOLVERINE,63
SPIDER-MAN,INVISIBLE WOMAN,97
SPIDER-MAN,SCARLET WITCH,67
SPIDER-MAN,BEAST,51
SPIDER-MAN,DR. STRANGE,71
SPIDER-MAN,"WATSON-PARKER, MARY",0
SPIDER-MAN,DAREDEVIL,103
SPIDER-MAN,HAWK,57
SPIDER-MAN,VISION,0
SPIDER-MAN,CYCLOPS,51
SPIDER-MAN,WASP,78
SPIDER-MAN,"JAMESON, J. JONAH",526
SPIDER-MAN,ANT-MAN,46
SPIDER-MAN,SUB-MARINER,46
SPIDER-MAN,STORM,42
SPIDER-MAN,PROFESSOR X,41
SPIDER-MAN,"FURY, COL. NICHOLAS",0
SPIDER-MAN,MARVEL GIRL,24
SPIDER-MAN,COLOSSUS II,45
SPIDER-MAN,NIGHTCRAWLER,35
SPIDER-MAN,ANGEL,35
SPIDER-MAN,ICEMAN,31
SPIDER-MAN,SHE-HULK,58
SPIDER-MAN,"JARVIS, EDWIN",0
SPIDER-MAN,WONDER MAN,39
SPIDER-MAN,BLACK WIDOW,40
SPIDER-MAN,"ROBERTSON, JOE",356
SPIDER-MAN,"PARKER, MAY",380
SPIDER-MAN,HERCULES [GREEK GOD],29
SPIDER-MAN,QUICKSILVER,23
SPIDER-MAN,SHADOWCAT,16
SPIDER-MAN,"JONES, RICHARD MILHO",14
SPIDER-MAN,ODIN [ASGARDIAN],7
SPIDER-MAN,ROGUE ,26
SPIDER-MAN,BLACK PANTHER,24
SPIDER-MAN,SILVER SURFER,34
SPIDER-MAN,CANNONBALL II,13
SPIDER-MAN,PUNISHER II,43
SPIDER-MAN,CAPTAIN BRITAIN,8
SPIDER-MAN,"NELSON, FRANKLIN FOG",28
SPIDER-MAN,DR. DOOM,44
SPIDER-MAN,"RICHARDS, FRANKLIN B",29
CAPTAIN AMERICA,IRON MAN,446
CAPTAIN AMERICA,THING,168
CAPTAIN AMERICA,THOR,386
CAPTAIN AMERICA,HUMAN TORCH,158
CAPTAIN AMERICA,MR. FANTASTIC,166
CAPTAIN AMERICA,HULK,111
CAPTAIN AMERICA,WOLVERINE,78
CAPTAIN AMERICA,INVISIBLE WOMAN,149
CAPTAIN AMERICA,SCARLET WITCH,374
CAPTAIN AMERICA,BEAST,169
CAPTAIN AMERICA,DR. STRANGE,67
CAPTAIN AMERICA,"WATSON-PARKER, MARY",0
CAPTAIN AMERICA,DAREDEVIL,71
CAPTAIN AMERICA,HAWK,322
CAPTAIN AMERICA,VISION,0
CAPTAIN AMERICA,CYCLOPS,66
CAPTAIN AMERICA,WASP,384
CAPTAIN AMERICA,"JAMESON, J. JONAH",32
CAPTAIN AMERICA,ANT-MAN,295
CAPTAIN AMERICA,SUB-MARINER,158
CAPTAIN AMERICA,STORM,57
CAPTAIN AMERICA,PROFESSOR X,61
CAPTAIN AMERICA,"FURY, COL. NICHOLAS",0
CAPTAIN AMERICA,MARVEL GIRL,45
CAPTAIN AMERICA,COLOSSUS II,54
CAPTAIN AMERICA,NIGHTCRAWLER,35
CAPTAIN AMERICA,ANGEL,52
CAPTAIN AMERICA,ICEMAN,49
CAPTAIN AMERICA,SHE-HULK,172
CAPTAIN AMERICA,"JARVIS, EDWIN",0
CAPTAIN AMERICA,WONDER MAN,216
CAPTAIN AMERICA,BLACK WIDOW,143
CAPTAIN AMERICA,"ROBERTSON, JOE",16
CAPTAIN AMERICA,"PARKER, MAY",13
CAPTAIN AMERICA,HERCULES [GREEK GOD],182
CAPTAIN AMERICA,QUICKSILVER,165
CAPTAIN AMERICA,SHADOWCAT,19
CAPTAIN AMERICA,"JONES, RICHARD MILHO",80
CAPTAIN AMERICA,ODIN [ASGARDIAN],15
CAPTAIN AMERICA,ROGUE ,48
CAPTAIN AMERICA,BLACK PANTHER,131
CAPTAIN AMERICA,SILVER SURFER,54
CAPTAIN AMERICA,CANNONBALL II,12
CAPTAIN AMERICA,PUNISHER II,8
CAPTAIN AMERICA,CAPTAIN BRITAIN,25
CAPTAIN AMERICA,"NELSON, FRANKLIN FOG",10
CAPTAIN AMERICA,DR. DOOM,65
CAPTAIN AMERICA,"RICHARDS, FRANKLIN B",40
IRON MAN,THING,129
IRON MAN,THOR,344
IRON MAN,HUMAN TORCH,108
IRON MAN,MR. FANTASTIC,128
IRON MAN,HULK,85
IRON MAN,WOLVERINE,33
IRON MAN,INVISIBLE WOMAN,114
IRON MAN,SCARLET WITCH,372
IRON MAN,BEAST,142
IRON MAN,DR. STRANGE,52
IRON MAN,"WATSON-PARKER, MARY",0
IRON MAN,DAREDEVIL,53
IRON MAN,HAWK,294
IRON MAN,VISION,0
IRON MAN,CYCLOPS,28
IRON MAN,WASP,301
IRON MAN,"JAMESON, J. JONAH",27
IRON MAN,ANT-MAN,291
IRON MAN,SUB-MARINER,71
IRON MAN,STORM,22
IRON MAN,PROFESSOR X,29
IRON MAN,"FURY, COL. NICHOLAS",0
IRON MAN,MARVEL GIRL,23
IRON MAN,COLOSSUS II,17
IRON MAN,NIGHTCRAWLER,16
IRON MAN,ANGEL,32
IRON MAN,ICEMAN,26
IRON MAN,SHE-HULK,93
IRON MAN,"JARVIS, EDWIN",0
IRON MAN,WONDER MAN,249
IRON MAN,BLACK WIDOW,94
IRON MAN,"ROBERTSON, JOE",9
IRON MAN,"PARKER, MAY",9
IRON MAN,HERCULES [GREEK GOD],79
IRON MAN,QUICKSILVER,110
IRON MAN,SHADOWCAT,15
IRON MAN,"JONES, RICHARD MILHO",58
IRON MAN,ODIN [ASGARDIAN],17
IRON MAN,ROGUE ,11
IRON MAN,BLACK PANTHER,120
IRON MAN,SILVER SURFER,42
IRON MAN,CANNONBALL II,4
IRON MAN,PUNISHER II,2
IRON MAN,CAPTAIN BRITAIN,7
IRON MAN,"NELSON, FRANKLIN FOG",7
IRON MAN,DR. DOOM,40
IRON MAN,"RICHARDS, FRANKLIN B",27
THING,THOR,126
THING,HUMAN TORCH,744
THING,MR. FANTASTIC,708
THING,HULK,99
THING,WOLVERINE,76
THING,INVISIBLE WOMAN,668
THING,SCARLET WITCH,99
THING,BEAST,67
THING,DR. STRANGE,55
THING,"WATSON-PARKER, MARY",0
THING,DAREDEVIL,61
THING,HAWK,80
THING,VISION,0
THING,CYCLOPS,71
THING,WASP,89
THING,"JAMESON, J. JONAH",29
THING,ANT-MAN,73
THING,SUB-MARINER,102
THING,STORM,69
THING,PROFESSOR X,63
THING,"FURY, COL. NICHOLAS",0
THING,MARVEL GIRL,49
THING,COLOSSUS II,53
THING,NIGHTCRAWLER,30
THING,ANGEL,48
THING,ICEMAN,47
THING,SHE-HULK,97
THING,"JARVIS, EDWIN",0
THING,WONDER MAN,67
THING,BLACK WIDOW,40
THING,"ROBERTSON, JOE",14
THING,"PARKER, MAY",17
THING,HERCULES [GREEK GOD],36
THING,QUICKSILVER,51
THING,SHADOWCAT,16
THING,"JONES, RICHARD MILHO",16
THING,ODIN [ASGARDIAN],8
THING,ROGUE ,44
THING,BLACK PANTHER,49
THING,SILVER SURFER,73
THING,CANNONBALL II,10
THING,PUNISHER II,2
THING,CAPTAIN BRITAIN,5
THING,"NELSON, FRANKLIN FOG",9
THING,DR. DOOM,119
THING,"RICHARDS, FRANKLIN B",198
THOR,HUMAN TORCH,124
THOR,MR. FANTASTIC,129
THOR,HULK,72
THOR,WOLVERINE,28
THOR,INVISIBLE WOMAN,111
THOR,SCARLET WITCH,254
THOR,BEAST,90
THOR,DR. STRANGE,41
THOR,"WATSON-PARKER, MARY",0
THOR,DAREDEVIL,41
THOR,HAWK,210
THOR,VISION,0
THOR,CYCLOPS,40
THOR,WASP,238
THOR,"JAMESON, J. JONAH",23
THOR,ANT-MAN,189
THOR,SUB-MARINER,62
THOR,STORM,31
THOR,PROFESSOR X,39
THOR,"FURY, COL. NICHOLAS",0
THOR,MARVEL GIRL,23
THOR,COLOSSUS II,25
THOR,NIGHTCRAWLER,24
THOR,ANGEL,29
THOR,ICEMAN,33
THOR,SHE-HULK,123
THOR,"JARVIS, EDWIN",0
THOR,WONDER MAN,125
THOR,BLACK WIDOW,61
THOR,"ROBERTSON, JOE",9
THOR,"PARKER, MAY",9
THOR,HERCULES [GREEK GOD],114
THOR,QUICKSILVER,99
THOR,SHADOWCAT,13
THOR,"JONES, RICHARD MILHO",49
THOR,ODIN [ASGARDIAN],266
THOR,ROGUE ,24
THOR,BLACK PANTHER,103
THOR,SILVER SURFER,32
THOR,CANNONBALL II,7
THOR,PUNISHER II,2
THOR,CAPTAIN BRITAIN,6
THOR,"NELSON, FRANKLIN FOG",5
THOR,DR. DOOM,39
THOR,"RICHARDS, FRANKLIN B",32
HUMAN TORCH,MR. FANTASTIC,713
HUMAN TORCH,HULK,99
HUMAN TORCH,WOLVERINE,67
HUMAN TORCH,INVISIBLE WOMAN,694
HUMAN TORCH,SCARLET WITCH,88
HUMAN TORCH,BEAST,57
HUMAN TORCH,DR. STRANGE,50
HUMAN TORCH,"WATSON-PARKER, MARY",0
HUMAN TORCH,DAREDEVIL,64
HUMAN TORCH,HAWK,67
HUMAN TORCH,VISION,0
HUMAN TORCH,CYCLOPS,68
HUMAN TORCH,WASP,90
HUMAN TORCH,"JAMESON, J. JONAH",34
HUMAN TORCH,ANT-MAN,59
HUMAN TORCH,SUB-MARINER,92
HUMAN TORCH,STORM,60
HUMAN TORCH,PROFESSOR X,60
HUMAN TORCH,"FURY, COL. NICHOLAS",0
HUMAN TORCH,MARVEL GIRL,46
HUMAN TORCH,COLOSSUS II,49
HUMAN TORCH,NIGHTCRAWLER,28
HUMAN TORCH,ANGEL,48
HUMAN TORCH,ICEMAN,48
HUMAN TORCH,SHE-HULK,127
HUMAN TORCH,"JARVIS, EDWIN",0
HUMAN TORCH,WONDER MAN,54
HUMAN TORCH,BLACK WIDOW,29
HUMAN TORCH,"ROBERTSON, JOE",14
HUMAN TORCH,"PARKER, MAY",25
HUMAN TORCH,HERCULES [GREEK GOD],40
HUMAN TORCH,QUICKSILVER,40
HUMAN TORCH,SHADOWCAT,16
HUMAN TORCH,"JONES, RICHARD MILHO",15
HUMAN TORCH,ODIN [ASGARDIAN],11
HUMAN TORCH,ROGUE ,44
HUMAN TORCH,BLACK PANTHER,44
HUMAN TORCH,SILVER SURFER,69
HUMAN TORCH,CANNONBALL II,9
HUMAN TORCH,PUNISHER II,2
HUMAN TORCH,CAPTAIN BRITAIN,3
HUMAN TORCH,"NELSON, FRANKLIN FOG",7
HUMAN TORCH,DR. DOOM,114
HUMAN TORCH,"RICHARDS, FRANKLIN B",202
MR. FANTASTIC,HULK,89
MR. FANTASTIC,WOLVERINE,53
MR. FANTASTIC,INVISIBLE WOMAN,701
MR. FANTASTIC,SCARLET WITCH,89
MR. FANTASTIC,BEAST,60
MR. FANTASTIC,DR. STRANGE,48
MR. FANTASTIC,"WATSON-PARKER, MARY",0
MR. FANTASTIC,DAREDEVIL,52
MR. FANTASTIC,HAWK,80
MR. FANTASTIC,VISION,0
MR. FANTASTIC,CYCLOPS,58
MR. FANTASTIC,WASP,95
MR. FANTASTIC,"JAMESON, J. JONAH",29
MR. FANTASTIC,ANT-MAN,72
MR. FANTASTIC,SUB-MARINER,86
MR. FANTASTIC,STORM,51
MR. FANTASTIC,PROFESSOR X,52
MR. FANTASTIC,"FURY, COL. NICHOLAS",0
MR. FANTASTIC,MARVEL GIRL,38
MR. FANTASTIC,COLOSSUS II,37
MR. FANTASTIC,NIGHTCRAWLER,29
MR. FANTASTIC,ANGEL,39
MR. FANTASTIC,ICEMAN,37
MR. FANTASTIC,SHE-HULK,122
MR. FANTASTIC,"JARVIS, EDWIN",0
MR. FANTASTIC,WONDER MAN,50
MR. FANTASTIC,BLACK WIDOW,30
MR. FANTASTIC,"ROBERTSON, JOE",12
MR. FANTASTIC,"PARKER, MAY",15
MR. FANTASTIC,HERCULES [GREEK GOD],29
MR. FANTASTIC,QUICKSILVER,44
MR. FANTASTIC,SHADOWCAT,15
MR. FANTASTIC,"JONES, RICHARD MILHO",24
MR. FANTASTIC,ODIN [ASGARDIAN],11
MR. FANTASTIC,ROGUE ,32
MR. FANTASTIC,BLACK PANTHER,41
MR. FANTASTIC,SILVER SURFER,64
MR. FANTASTIC,CANNONBALL II,12
MR. FANTASTIC,PUNISHER II,3
MR. FANTASTIC,CAPTAIN BRITAIN,3
MR. FANTASTIC,"NELSON, FRANKLIN FOG",8
MR. FANTASTIC,DR. DOOM,115
MR. FANTASTIC,"RICHARDS, FRANKLIN B",228
HULK,WOLVERINE,71
HULK,INVISIBLE WOMAN,77
HULK,SCARLET WITCH,65
HULK,BEAST,43
HULK,DR. STRANGE,154
HULK,"WATSON-PARKER, MARY",0
HULK,DAREDEVIL,38
HULK,HAWK,63
HULK,VISION,0
HULK,CYCLOPS,53
HULK,WASP,70
HULK,"JAMESON, J. JONAH",20
HULK,ANT-MAN,49
HULK,SUB-MARINER,105
HULK,STORM,45
HULK,PROFESSOR X,44
HULK,"FURY, COL. NICHOLAS",0
HULK,MARVEL GIRL,27
HULK,COLOSSUS II,41
HULK,NIGHTCRAWLER,21
HULK,ANGEL,29
HULK,ICEMAN,33
HULK,SHE-HULK,61
HULK,"JARVIS, EDWIN",0
HULK,WONDER MAN,45
HULK,BLACK WIDOW,19
HULK,"ROBERTSON, JOE",6
HULK,"PARKER, MAY",7
HULK,HERCULES [GREEK GOD],43
HULK,QUICKSILVER,28
HULK,SHADOWCAT,9
HULK,"JONES, RICHARD MILHO",173
HULK,ODIN [ASGARDIAN],11
HULK,ROGUE ,35
HULK,BLACK PANTHER,27
HULK,SILVER SURFER,66
HULK,CANNONBALL II,3
HULK,PUNISHER II,4
HULK,CAPTAIN BRITAIN,5
HULK,"NELSON, FRANKLIN FOG",4
HULK,DR. DOOM,37
HULK,"RICHARDS, FRANKLIN B",21
WOLVERINE,INVISIBLE WOMAN,51
WOLVERINE,SCARLET WITCH,40
WOLVERINE,BEAST,146
WOLVERINE,DR. STRANGE,32
WOLVERINE,"WATSON-PARKER, MARY",0
WOLVERINE,DAREDEVIL,25
WOLVERINE,HAWK,33
WOLVERINE,VISION,0
WOLVERINE,CYCLOPS,277
WOLVERINE,WASP,34
WOLVERINE,"JAMESON, J. JONAH",14
WOLVERINE,ANT-MAN,18
WOLVERINE,SUB-MARINER,24
WOLVERINE,STORM,389
WOLVERINE,PROFESSOR X,248
WOLVERINE,"FURY, COL. NICHOLAS",0
WOLVERINE,MARVEL GIRL,145
WOLVERINE,COLOSSUS II,331
WOLVERINE,NIGHTCRAWLER,267
WOLVERINE,ANGEL,123
WOLVERINE,ICEMAN,98
WOLVERINE,SHE-HULK,53
WOLVERINE,"JARVIS, EDWIN",0
WOLVERINE,WONDER MAN,41
WOLVERINE,BLACK WIDOW,25
WOLVERINE,"ROBERTSON, JOE",6
WOLVERINE,"PARKER, MAY",2
WOLVERINE,HERCULES [GREEK GOD],32
WOLVERINE,QUICKSILVER,29
WOLVERINE,SHADOWCAT,169
WOLVERINE,"JONES, RICHARD MILHO",7
WOLVERINE,ODIN [ASGARDIAN],1
WOLVERINE,ROGUE ,232
WOLVERINE,BLACK PANTHER,9
WOLVERINE,SILVER SURFER,18
WOLVERINE,CANNONBALL II,96
WOLVERINE,PUNISHER II,6
WOLVERINE,CAPTAIN BRITAIN,10
WOLVERINE,"NELSON, FRANKLIN FOG",4
WOLVERINE,DR. DOOM,29
WOLVERINE,"RICHARDS, FRANKLIN B",20
INVISIBLE WOMAN,SCARLET WITCH,87
INVISIBLE WOMAN,BEAST,54
INVISIBLE WOMAN,DR. STRANGE,47
INVISIBLE WOMAN,"WATSON-PARKER, MARY",0
INVISIBLE WOMAN,DAREDEVIL,58
INVISIBLE WOMAN,HAWK,62
INVISIBLE WOMAN,VISION,0
INVISIBLE WOMAN,CYCLOPS,46
INVISIBLE WOMAN,WASP,87
INVISIBLE WOMAN,"JAMESON, J. JONAH",25
INVISIBLE WOMAN,ANT-MAN,67
INVISIBLE WOMAN,SUB-MARINER,102
INVISIBLE WOMAN,STORM,47
INVISIBLE WOMAN,PROFESSOR X,43
INVISIBLE WOMAN,"FURY, COL. NICHOLAS",0
INVISIBLE WOMAN,MARVEL GIRL,43
INVISIBLE WOMAN,COLOSSUS II,35
INVISIBLE WOMAN,NIGHTCRAWLER,17
INVISIBLE WOMAN,ANGEL,39
INVISIBLE WOMAN,ICEMAN,39
INVISIBLE WOMAN,SHE-HULK,122
INVISIBLE WOMAN,"JARVIS, EDWIN",0
INVISIBLE WOMAN,WONDER MAN,61
INVISIBLE WOMAN,BLACK WIDOW,33
INVISIBLE WOMAN,"ROBERTSON, JOE",9
INVISIBLE WOMAN,"PARKER, MAY",13
INVISIBLE WOMAN,HERCULES [GREEK GOD],39
INVISIBLE WOMAN,QUICKSILVER,37
INVISIBLE WOMAN,SHADOWCAT,15
INVISIBLE WOMAN,"JONES, RICHARD MILHO",14
INVISIBLE WOMAN,ODIN [ASGARDIAN],9
INVISIBLE WOMAN,ROGUE ,32
INVISIBLE WOMAN,BLACK PANTHER,39
INVISIBLE WOMAN,SILVER SURFER,61
INVISIBLE WOMAN,CANNONBALL II,11
INVISIBLE WOMAN,PUNISHER II,2
INVISIBLE WOMAN,CAPTAIN BRITAIN,5
INVISIBLE WOMAN,"NELSON, FRANKLIN FOG",8
INVISIBLE WOMAN,DR. DOOM,96
INVISIBLE WOMAN,"RICHARDS, FRANKLIN B",230
SCARLET WITCH,BEAST,145
SCARLET WITCH,DR. STRANGE,62
SCARLET WITCH,"WATSON-PARKER, MARY",0
SCARLET WITCH,DAREDEVIL,37
SCARLET WITCH,HAWK,301
SCARLET WITCH,VISION,0
SCARLET WITCH,CYCLOPS,45
SCARLET WITCH,WASP,273
SCARLET WITCH,"JAMESON, J. JONAH",13
SCARLET WITCH,ANT-MAN,244
SCARLET WITCH,SUB-MARINER,59
SCARLET WITCH,STORM,36
SCARLET WITCH,PROFESSOR X,41
SCARLET WITCH,"FURY, COL. NICHOLAS",0
SCARLET WITCH,MARVEL GIRL,40
SCARLET WITCH,COLOSSUS II,30
SCARLET WITCH,NIGHTCRAWLER,16
SCARLET WITCH,ANGEL,44
SCARLET WITCH,ICEMAN,45
SCARLET WITCH,SHE-HULK,91
SCARLET WITCH,"JARVIS, EDWIN",0
SCARLET WITCH,WONDER MAN,261
SCARLET WITCH,BLACK WIDOW,95
SCARLET WITCH,"ROBERTSON, JOE",6
SCARLET WITCH,"PARKER, MAY",3
SCARLET WITCH,HERCULES [GREEK GOD],88
SCARLET WITCH,QUICKSILVER,210
SCARLET WITCH,SHADOWCAT,13
SCARLET WITCH,"JONES, RICHARD MILHO",40
SCARLET WITCH,ODIN [ASGARDIAN],13
SCARLET WITCH,ROGUE ,25
SCARLET WITCH,BLACK PANTHER,108
SCARLET WITCH,SILVER SURFER,40
SCARLET WITCH,CANNONBALL II,7
SCARLET WITCH,PUNISHER II,3
SCARLET WITCH,CAPTAIN BRITAIN,7
SCARLET WITCH,"NELSON, FRANKLIN FOG",2
SCARLET WITCH,DR. DOOM,35
SCARLET WITCH,"RICHARDS, FRANKLIN B",23
BEAST,DR. STRANGE,50
BEAST,"WATSON-PARKER, MARY",0
BEAST,DAREDEVIL,38
BEAST,HAWK,65
BEAST,VISION,0
BEAST,CYCLOPS,317
BEAST,WASP,119
BEAST,"JAMESON, J. JONAH",15
BEAST,ANT-MAN,95
BEAST,SUB-MARINER,40
BEAST,STORM,139
BEAST,PROFESSOR X,188
BEAST,"FURY, COL. NICHOLAS",0
BEAST,MARVEL GIRL,307
BEAST,COLOSSUS II,85
BEAST,NIGHTCRAWLER,49
BEAST,ANGEL,309
BEAST,ICEMAN,319
BEAST,SHE-HULK,37
BEAST,"JARVIS, EDWIN",0
BEAST,WONDER MAN,110
BEAST,BLACK WIDOW,39
BEAST,"ROBERTSON, JOE",4
BEAST,"PARKER, MAY",4
BEAST,HERCULES [GREEK GOD],42
BEAST,QUICKSILVER,57
BEAST,SHADOWCAT,29
BEAST,"JONES, RICHARD MILHO",13
BEAST,ODIN [ASGARDIAN],5
BEAST,ROGUE ,104
BEAST,BLACK PANTHER,44
BEAST,SILVER SURFER,21
BEAST,CANNONBALL II,60
BEAST,PUNISHER II,2
BEAST,CAPTAIN BRITAIN,9
BEAST,"NELSON, FRANKLIN FOG",6
BEAST,DR. DOOM,15
BEAST,"RICHARDS, FRANKLIN B",21
DR. STRANGE,"WATSON-PARKER, MARY",0
DR. STRANGE,DAREDEVIL,37
DR. STRANGE,HAWK,35
DR. STRANGE,VISION,0
DR. STRANGE,CYCLOPS,23
DR. STRANGE,WASP,38
DR. STRANGE,"JAMESON, J. JONAH",11
DR. STRANGE,ANT-MAN,35
DR. STRANGE,SUB-MARINER,92
DR. STRANGE,STORM,22
DR. STRANGE,PROFESSOR X,25
DR. STRANGE,"FURY, COL. NICHOLAS",0
DR. STRANGE,MARVEL GIRL,19
DR. STRANGE,COLOSSUS II,19
DR. STRANGE,NIGHTCRAWLER,11
DR. STRANGE,ANGEL,23
DR. STRANGE,ICEMAN,19
DR. STRANGE,SHE-HULK,33
DR. STRANGE,"JARVIS, EDWIN",0
DR. STRANGE,WONDER MAN,30
DR. STRANGE,BLACK WIDOW,19
DR. STRANGE,"ROBERTSON, JOE",5
DR. STRANGE,"PARKER, MAY",4
DR. STRANGE,HERCULES [GREEK GOD],19
DR. STRANGE,QUICKSILVER,15
DR. STRANGE,SHADOWCAT,7
DR. STRANGE,"JONES, RICHARD MILHO",13
DR. STRANGE,ODIN [ASGARDIAN],10
DR. STRANGE,ROGUE ,12
DR. STRANGE,BLACK PANTHER,23
DR. STRANGE,SILVER SURFER,70
DR. STRANGE,CANNONBALL II,7
DR. STRANGE,PUNISHER II,4
DR. STRANGE,CAPTAIN BRITAIN,6
DR. STRANGE,"NELSON, FRANKLIN FOG",3
DR. STRANGE,DR. DOOM,20
DR. STRANGE,"RICHARDS, FRANKLIN B",14
"WATSON-PARKER, MARY",DAREDEVIL,0
"WATSON-PARKER, MARY",HAWK,0
"WATSON-PARKER, MARY",VISION,0
"WATSON-PARKER, MARY",CYCLOPS,0
"WATSON-PARKER, MARY",WASP,0
"WATSON-PARKER, MARY","JAMESON, J. JONAH",0
"WATSON-PARKER, MARY",ANT-MAN,0
"WATSON-PARKER, MARY",SUB-MARINER,0
"WATSON-PARKER, MARY",STORM,0
"WATSON-PARKER, MARY",PROFESSOR X,0
"WATSON-PARKER, MARY","FURY, COL. NICHOLAS",0
"WATSON-PARKER, MARY",MARVEL GIRL,0
"WATSON-PARKER, MARY",COLOSSUS II,0
"WATSON-PARKER, MARY",NIGHTCRAWLER,0
"WATSON-PARKER, MARY",ANGEL,0
"WATSON-PARKER, MARY",ICEMAN,0
"WATSON-PARKER, MARY",SHE-HULK,0
"WATSON-PARKER, MARY","JARVIS, EDWIN",0
"WATSON-PARKER, MARY",WONDER MAN,0
"WATSON-PARKER, MARY",BLACK WIDOW,0
"WATSON-PARKER, MARY","ROBERTSON, JOE",0
"WATSON-PARKER, MARY","PARKER, MAY",0
"WATSON-PARKER, MARY",HERCULES [GREEK GOD],0
"WATSON-PARKER, MARY",QUICKSILVER,0
"WATSON-PARKER, MARY",SHADOWCAT,0
"WATSON-PARKER, MARY","JONES, RICHARD MILHO",0
"WATSON-PARKER, MARY",ODIN [ASGARDIAN],0
"WATSON-PARKER, MARY",ROGUE ,0
"WATSON-PARKER, MARY",BLACK PANTHER,0
"WATSON-PARKER, MARY",SILVER SURFER,0
"WATSON-PARKER, MARY",CANNONBALL II,0
"WATSON-PARKER, MARY",PUNISHER II,0
"WATSON-PARKER, MARY",CAPTAIN BRITAIN,0
